@RELATION recipes

@ATTRIBUTE Meats REAL
@ATTRIBUTE Fruits_and_Vegetables REAL
@ATTRIBUTE Dairy REAL
@ATTRIBUTE Liquids REAL
@ATTRIBUTE Spices_Herbs_and_Seasonings REAL
@ATTRIBUTE Grain REAL
@ATTRIBUTE Seeds_and_Nuts REAL
@ATTRIBUTE rating REAL
@DATA
36.0,87.0,0.0,22.75,16.75,0.0,0.0,4.0,4.0
16.0,38.0,4.0,24.0,1.04166666675,0.0,0.0,4.4,4.4
16.0,16.0,0.0,10.75,0.0,16.0,0.0,4.1,4.1
16.0,24.0,8.5,10.75,0.0,0.0,0.0,4.1,4.1
0.0,39.5,0.0,24.833333335,2.04166666675,5.333333333333333,0.0,4.4,4.4
0.0,39.5,0.0,24.500000001,2.04166666675,5.333333333333333,0.0,4.3,4.3
16.0,94.5,4.0,0.333333334,0.0,0.0,0.0,4.0,4.0
29.0,12.0,16.333333334,4.1,2.35,0.0,0.0,5.0,5.0
16.0,72.5,0.5,2.0,13.966666667,0.0,0.0,4.5,4.5
4.0,12.0,0.0,65.500000001,2.1,12.0,0.0,4.1,4.1
0.0,9.5,8.0,22.5,0.0,0.0,0.0,4.6,4.6
16.0,6.0,0.0,34.5,8.1,0.0,0.0,4.3,4.3
0.0,16.0,0.0,43.5,0.20833333375,4.0,0.0,3.8,3.8
16.0,22.0,9.5,32.0,6.766666668,2.0,0.0,4.7,4.7
1.0,28.0,13.0,16.166666667,0.32500000025,1.0,0.0,4.8,4.8
0.0,36.0,0.0,6.5,6.6,0.0,0.0,3.7,3.7
1.0,18.0,10.0,34.0,9.666666668000001,0.0,0.333333334,4.4,4.4
8.0,23.166666667,0.5,72.500000001,7.166666666999999,16.0,0.0,4.2,4.2
0.0,36.0,0.0,65.0,8.0833333335,4.0,5.333333333333333,4.4,4.4
36.0,87.0,0.0,22.75,16.75,0.0,0.0,4.0,4.0
16.0,38.0,4.0,24.0,1.04166666675,0.0,0.0,4.4,4.4
16.0,16.0,0.0,10.75,0.0,16.0,0.0,4.1,4.1
16.0,24.0,8.5,10.75,0.0,0.0,0.0,4.1,4.1
0.0,39.5,0.0,24.500000001,2.04166666675,5.333333333333333,0.0,4.3,4.3
0.0,39.5,0.0,24.833333335,2.04166666675,5.333333333333333,0.0,4.4,4.4
16.0,94.5,4.0,0.333333334,0.0,0.0,0.0,4.0,4.0
29.0,12.0,16.333333334,4.1,2.35,0.0,0.0,5.0,5.0
16.0,72.5,0.5,2.0,13.966666667,0.0,0.0,4.5,4.5
