cup,8.0
teaspoon,0.166666667
tablespoon,0.5
pound,16.0
ounce,1.0
lbs,16.0
whole,9.11
clove,2.0
oz,1.0
package,-1.0
can,-1.0
quart,32.0
packet,-1.0
envelope,-1.0
pinch,0.1
dash,0.1
tbsp,0.5
pouch,-1.0
cube,0.166666667
